"mgmt.unit"	"Année"	"scen"	"bonif"	"ssp"	"area.per"	"area.total"
"8652"	2035	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	9.2	28.8
"8652"	2035	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	8.4	24.8
"8652"	2035	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	3.6	16
"8652"	2035	"climat stable - reboisement"	"reboisement"	"climat stable"	7.6	16
"8652"	2035	"climat stable - recup70%"	"recup70%"	"climat stable"	28.4	33.6
"8652"	2035	"climat stable - reference"	"reference"	"climat stable"	7.6	17.6
"8652"	2035	"climat stable - reserve"	"reserve"	"climat stable"	30.8	34.4
"8652"	2035	"climat stable - sans coupe"	"sans coupe"	"climat stable"	7.6	22.4
"8652"	2040	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	3.6	19.6
"8652"	2040	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	8	26.4
"8652"	2040	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	9.6	28.4
"8652"	2040	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	2.8	23.6
"8652"	2040	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	2.4	19.6
"8652"	2040	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	10	28.4
"8652"	2040	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	5.2	29.6
"8652"	2040	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	13.2	39.2
"8652"	2040	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	13.6	37.6
"8652"	2040	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	4.4	20.4
"8652"	2040	"climat stable - reboisement"	"reboisement"	"climat stable"	5.2	20.8
"8652"	2040	"climat stable - recup70%"	"recup70%"	"climat stable"	0	33.6
"8652"	2040	"climat stable - reference"	"reference"	"climat stable"	8.8	26.4
"8652"	2040	"climat stable - reserve"	"reserve"	"climat stable"	13.6	46
"8652"	2040	"climat stable - sans coupe"	"sans coupe"	"climat stable"	8.8	30
"8652"	2045	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	4	23.2
"8652"	2045	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	3.2	29.6
"8652"	2045	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	16.8	43.2
"8652"	2045	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	4.4	28
"8652"	2045	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	1.6	21.2
"8652"	2045	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	1.2	28
"8652"	2045	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	3.6	32
"8652"	2045	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	16.8	56
"8652"	2045	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	6	40.8
"8652"	2045	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	4.4	24.4
"8652"	2045	"climat stable - reboisement"	"reboisement"	"climat stable"	8	28.4
"8652"	2045	"climat stable - recup70%"	"recup70%"	"climat stable"	10	43.6
"8652"	2045	"climat stable - reference"	"reference"	"climat stable"	1.2	27.6
"8652"	2045	"climat stable - reserve"	"reserve"	"climat stable"	10	55.6
"8652"	2045	"climat stable - sans coupe"	"sans coupe"	"climat stable"	2.8	32.8
"8652"	2050	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	2.4	25.2
"8652"	2050	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	18	47.6
"8652"	2050	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	2.4	44.8
"8652"	2050	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	15.6	42
"8652"	2050	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	3.2	24
"8652"	2050	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	4	31.6
"8652"	2050	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	6	38
"8652"	2050	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	15.6	69.2
"8652"	2050	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	3.6	44
"8652"	2050	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	13.6	38
"8652"	2050	"climat stable - reboisement"	"reboisement"	"climat stable"	9.6	37.2
"8652"	2050	"climat stable - recup70%"	"recup70%"	"climat stable"	8.4	52
"8652"	2050	"climat stable - reference"	"reference"	"climat stable"	10.4	38
"8652"	2050	"climat stable - reserve"	"reserve"	"climat stable"	0.8	56.4
"8652"	2050	"climat stable - sans coupe"	"sans coupe"	"climat stable"	4.4	36.8
"8652"	2055	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	2	27.2
"8652"	2055	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	8.8	56
"8652"	2055	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	7.6	49.2
"8652"	2055	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	6.8	48.4
"8652"	2055	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	7.6	31.6
"8652"	2055	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	2.8	34.4
"8652"	2055	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	9.6	47.2
"8652"	2055	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	3.6	72
"8652"	2055	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	8.8	52
"8652"	2055	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	2.8	40.8
"8652"	2055	"climat stable - reboisement"	"reboisement"	"climat stable"	1.6	38.8
"8652"	2055	"climat stable - recup70%"	"recup70%"	"climat stable"	3.6	55.6
"8652"	2055	"climat stable - reference"	"reference"	"climat stable"	0.8	38.8
"8652"	2055	"climat stable - reserve"	"reserve"	"climat stable"	18	72
"8652"	2055	"climat stable - sans coupe"	"sans coupe"	"climat stable"	2.8	39.6
"8652"	2060	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	4	29.2
"8652"	2060	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	7.2	62.8
"8652"	2060	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	2.4	51.2
"8652"	2060	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	14.4	61.6
"8652"	2060	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	2	33.6
"8652"	2060	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	6.8	41.2
"8652"	2060	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	10.4	57.6
"8652"	2060	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	3.2	75.2
"8652"	2060	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	15.6	66.4
"8652"	2060	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	6	46.8
"8652"	2060	"climat stable - reboisement"	"reboisement"	"climat stable"	0.8	39.6
"8652"	2060	"climat stable - recup70%"	"recup70%"	"climat stable"	6	60.4
"8652"	2060	"climat stable - reference"	"reference"	"climat stable"	2	40.8
"8652"	2060	"climat stable - reserve"	"reserve"	"climat stable"	2.8	74
"8652"	2060	"climat stable - sans coupe"	"sans coupe"	"climat stable"	0.8	40
"8652"	2065	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	3.6	25.2
"8652"	2065	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	1.2	54
"8652"	2065	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	2	41.2
"8652"	2065	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	4.8	53.6
"8652"	2065	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	4.4	27.2
"8652"	2065	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	1.6	36.4
"8652"	2065	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	7.2	56.8
"8652"	2065	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	6.4	60.8
"8652"	2065	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	8	56.8
"8652"	2065	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	7.6	41.6
"8652"	2065	"climat stable - reboisement"	"reboisement"	"climat stable"	4	35.2
"8652"	2065	"climat stable - recup70%"	"recup70%"	"climat stable"	8.8	63.6
"8652"	2065	"climat stable - reference"	"reference"	"climat stable"	0.8	31.6
"8652"	2065	"climat stable - reserve"	"reserve"	"climat stable"	13.6	79.6
"8652"	2065	"climat stable - sans coupe"	"sans coupe"	"climat stable"	2	28.4
"8652"	2070	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	0	17.2
"8652"	2070	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	7.6	53.2
"8652"	2070	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	12.4	50
"8652"	2070	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	14.8	61.2
"8652"	2070	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	1.2	22
"8652"	2070	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	12.4	37.2
"8652"	2070	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	6.8	47.6
"8652"	2070	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	10	63.2
"8652"	2070	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	2.4	51.6
"8652"	2070	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	10.4	49.2
"8652"	2070	"climat stable - reboisement"	"reboisement"	"climat stable"	2.4	30.4
"8652"	2070	"climat stable - recup70%"	"recup70%"	"climat stable"	12.8	48
"8652"	2070	"climat stable - reference"	"reference"	"climat stable"	8	32
"8652"	2070	"climat stable - reserve"	"reserve"	"climat stable"	8.4	60.8
"8652"	2070	"climat stable - sans coupe"	"sans coupe"	"climat stable"	5.6	27.2
"8652"	2075	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	4.4	18.8
"8652"	2075	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	4.8	50
"8652"	2075	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	2.4	42.8
"8652"	2075	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	13.6	71.2
"8652"	2075	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	2.8	22.8
"8652"	2075	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	6.8	34.4
"8652"	2075	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	2.4	44.8
"8652"	2075	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	4	57.2
"8652"	2075	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	5.2	47.2
"8652"	2075	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	4.4	48.4
"8652"	2075	"climat stable - reboisement"	"reboisement"	"climat stable"	5.2	31.6
"8652"	2075	"climat stable - recup70%"	"recup70%"	"climat stable"	1.6	49.2
"8652"	2075	"climat stable - reference"	"reference"	"climat stable"	3.6	26.4
"8652"	2075	"climat stable - reserve"	"reserve"	"climat stable"	11.2	61.2
"8652"	2075	"climat stable - sans coupe"	"sans coupe"	"climat stable"	6	24
"8652"	2080	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	7.6	24
"8652"	2080	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	4	50.8
"8652"	2080	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	8.4	35.2
"8652"	2080	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	5.6	70.8
"8652"	2080	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	8	28
"8652"	2080	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	3.2	36
"8652"	2080	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	2	42.8
"8652"	2080	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	6.4	45.6
"8652"	2080	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	12.8	51.6
"8652"	2080	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	5.6	49.2
"8652"	2080	"climat stable - reboisement"	"reboisement"	"climat stable"	1.2	24.8
"8652"	2080	"climat stable - recup70%"	"recup70%"	"climat stable"	6.8	43.2
"8652"	2080	"climat stable - reference"	"reference"	"climat stable"	1.6	26.8
"8652"	2080	"climat stable - reserve"	"reserve"	"climat stable"	11.6	64
"8652"	2080	"climat stable - sans coupe"	"sans coupe"	"climat stable"	4.8	26
"8652"	2085	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	3.6	25.2
"8652"	2085	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	0.8	33.6
"8652"	2085	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	8.4	42
"8652"	2085	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	8.8	63.2
"8652"	2085	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	1.2	25.6
"8652"	2085	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	8.8	42
"8652"	2085	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	1.6	38.8
"8652"	2085	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	2.4	33.6
"8652"	2085	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	6.4	52.4
"8652"	2085	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	7.6	42.8
"8652"	2085	"climat stable - reboisement"	"reboisement"	"climat stable"	4.8	20
"8652"	2085	"climat stable - recup70%"	"recup70%"	"climat stable"	3.2	38
"8652"	2085	"climat stable - reference"	"reference"	"climat stable"	1.2	17.6
"8652"	2085	"climat stable - reserve"	"reserve"	"climat stable"	1.6	64.8
"8652"	2085	"climat stable - sans coupe"	"sans coupe"	"climat stable"	1.6	23.6
"8652"	2090	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	0.8	24
"8652"	2090	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	2.4	27.6
"8652"	2090	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	10	44
"8652"	2090	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	7.6	64
"8652"	2090	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	7.6	26.4
"8652"	2090	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	13.2	52.4
"8652"	2090	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	4.4	34
"8652"	2090	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	20.4	50
"8652"	2090	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	4.8	50
"8652"	2090	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	0.8	40
"8652"	2090	"climat stable - reboisement"	"reboisement"	"climat stable"	14	31.2
"8652"	2090	"climat stable - recup70%"	"recup70%"	"climat stable"	8	42
"8652"	2090	"climat stable - reference"	"reference"	"climat stable"	0.4	16.4
"8652"	2090	"climat stable - reserve"	"reserve"	"climat stable"	2.4	49.6
"8652"	2090	"climat stable - sans coupe"	"sans coupe"	"climat stable"	4	24.4
"8652"	2095	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	2.8	22.8
"8652"	2095	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	4.4	25.2
"8652"	2095	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	2	43.6
"8652"	2095	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	2.8	54.4
"8652"	2095	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	2.4	26.8
"8652"	2095	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	24.4	66.4
"8652"	2095	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	10.8	34
"8652"	2095	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	2.8	50
"8652"	2095	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	2	39.6
"8652"	2095	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	10	43.6
"8652"	2095	"climat stable - reboisement"	"reboisement"	"climat stable"	0.8	30.8
"8652"	2095	"climat stable - recup70%"	"recup70%"	"climat stable"	4.8	40.8
"8652"	2095	"climat stable - reference"	"reference"	"climat stable"	6.8	21.2
"8652"	2095	"climat stable - reserve"	"reserve"	"climat stable"	4	50.8
"8652"	2095	"climat stable - sans coupe"	"sans coupe"	"climat stable"	2	25.2
"8652"	2100	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	4.4	23.6
"8652"	2100	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	2	26
"8652"	2100	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	10.8	50.8
"8652"	2100	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	10	60
"8652"	2100	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	8	30.4
"8652"	2100	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	4	68.4
"8652"	2100	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	3.2	30
"8652"	2100	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	15.6	56.4
"8652"	2100	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	9.2	41.2
"8652"	2100	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	7.2	44
"8652"	2100	"climat stable - reboisement"	"reboisement"	"climat stable"	0.4	26
"8652"	2100	"climat stable - recup70%"	"recup70%"	"climat stable"	2.4	39.2
"8652"	2100	"climat stable - reference"	"reference"	"climat stable"	4.8	25.2
"8652"	2100	"climat stable - reserve"	"reserve"	"climat stable"	4.8	43.2
"8652"	2100	"climat stable - sans coupe"	"sans coupe"	"climat stable"	2.4	25.2
"8663"	2025	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	24.4	24.4
"8663"	2025	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	21.2	21.2
"8663"	2025	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	24.4	24.4
"8663"	2025	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	24.4	24.4
"8663"	2025	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	27.6	27.6
"8663"	2025	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	28.4	28.4
"8663"	2025	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	25.6	25.6
"8663"	2025	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	28	28
"8663"	2025	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	20	20
"8663"	2025	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	26.8	26.8
"8663"	2025	"climat stable - reboisement"	"reboisement"	"climat stable"	29.2	29.2
"8663"	2025	"climat stable - recup70%"	"recup70%"	"climat stable"	20	20
"8663"	2025	"climat stable - reference"	"reference"	"climat stable"	24.4	24.4
"8663"	2025	"climat stable - reserve"	"reserve"	"climat stable"	29.2	29.2
"8663"	2025	"climat stable - sans coupe"	"sans coupe"	"climat stable"	30.4	30.4
"8663"	2030	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	9.2	32.8
"8663"	2030	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	18	39.2
"8663"	2030	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	4	28
"8663"	2030	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	6.4	30.8
"8663"	2030	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	8	35.6
"8663"	2030	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	11.6	38.4
"8663"	2030	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	4	28.8
"8663"	2030	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	9.6	35.2
"8663"	2030	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	4.8	24.4
"8663"	2030	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	11.6	38.4
"8663"	2030	"climat stable - reboisement"	"reboisement"	"climat stable"	2	30.4
"8663"	2030	"climat stable - recup70%"	"recup70%"	"climat stable"	5.6	24.8
"8663"	2030	"climat stable - reference"	"reference"	"climat stable"	17.6	41.6
"8663"	2030	"climat stable - reserve"	"reserve"	"climat stable"	6.8	36
"8663"	2030	"climat stable - sans coupe"	"sans coupe"	"climat stable"	6	36
"8663"	2035	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	9.2	40.8
"8663"	2035	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	8	47.2
"8663"	2035	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	4.8	32.8
"8663"	2035	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	3.2	34
"8663"	2035	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	4	39.6
"8663"	2035	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	11.2	49.6
"8663"	2035	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	4.8	33.2
"8663"	2035	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	14.4	49.2
"8663"	2035	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	5.6	28.4
"8663"	2035	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	2.8	41.2
"8663"	2035	"climat stable - reboisement"	"reboisement"	"climat stable"	6.8	36.4
"8663"	2035	"climat stable - recup70%"	"recup70%"	"climat stable"	4.8	29.6
"8663"	2035	"climat stable - reference"	"reference"	"climat stable"	6.4	47.2
"8663"	2035	"climat stable - reserve"	"reserve"	"climat stable"	0.8	36.8
"8663"	2035	"climat stable - sans coupe"	"sans coupe"	"climat stable"	6	41.2
"8663"	2040	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	11.2	51.2
"8663"	2040	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	4	50.4
"8663"	2040	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	7.6	40.4
"8663"	2040	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	11.6	45.6
"8663"	2040	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	6.4	46
"8663"	2040	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	10	56.8
"8663"	2040	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	14.8	47.6
"8663"	2040	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	9.6	58
"8663"	2040	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	12	38.8
"8663"	2040	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	8	48
"8663"	2040	"climat stable - reboisement"	"reboisement"	"climat stable"	2.8	39.2
"8663"	2040	"climat stable - recup70%"	"recup70%"	"climat stable"	16	44.8
"8663"	2040	"climat stable - reference"	"reference"	"climat stable"	11.2	58
"8663"	2040	"climat stable - reserve"	"reserve"	"climat stable"	9.6	46.4
"8663"	2040	"climat stable - sans coupe"	"sans coupe"	"climat stable"	9.2	49.6
"8663"	2045	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	6	56
"8663"	2045	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	7.2	57.6
"8663"	2045	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	5.6	45.2
"8663"	2045	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	4.4	50
"8663"	2045	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	4.8	50.8
"8663"	2045	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	10.4	65.6
"8663"	2045	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	8.4	56
"8663"	2045	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	8.8	64.8
"8663"	2045	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	4.8	43.2
"8663"	2045	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	13.2	59.6
"8663"	2045	"climat stable - reboisement"	"reboisement"	"climat stable"	3.6	42.8
"8663"	2045	"climat stable - recup70%"	"recup70%"	"climat stable"	2.4	46.8
"8663"	2045	"climat stable - reference"	"reference"	"climat stable"	1.2	59.2
"8663"	2045	"climat stable - reserve"	"reserve"	"climat stable"	6.4	51.6
"8663"	2045	"climat stable - sans coupe"	"sans coupe"	"climat stable"	1.2	50.4
"8663"	2050	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	10.8	66
"8663"	2050	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	5.2	62
"8663"	2050	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	3.6	48.4
"8663"	2050	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	10	58.8
"8663"	2050	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	16	65.2
"8663"	2050	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	8	70.4
"8663"	2050	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	7.6	62.4
"8663"	2050	"SSP3-7.0 - reference"	"reference"	"SSP3-7.0 "	6.4	70.8
"8663"	2050	"SSP3-7.0 - reserve"	"reserve"	"SSP3-7.0"	11.2	54
"8663"	2050	"SSP3-7.0 - sans coupe"	"sans coupe"	"SSP3-7.0"	13.6	70.8
"8663"	2050	"climat stable - reboisement"	"reboisement"	"climat stable"	2.8	45.2
"8663"	2050	"climat stable - recup70%"	"recup70%"	"climat stable"	10	56.4
"8663"	2050	"climat stable - reference"	"reference"	"climat stable"	10.8	69.6
"8663"	2050	"climat stable - reserve"	"reserve"	"climat stable"	7.6	59.2
"8663"	2050	"climat stable - sans coupe"	"sans coupe"	"climat stable"	3.2	53.6
"8663"	2055	"SSP2-4.5 - reboisement"	"reboisement"	"SSP2-4.5"	6	71.6
"8663"	2055	"SSP2-4.5 - recup70%"	"recup70%"	"SSP2-4.5"	11.6	73.2
"8663"	2055	"SSP2-4.5 - reference"	"reference"	"SSP2-4.5"	1.2	49.6
"8663"	2055	"SSP2-4.5 - reserve"	"reserve"	"SSP2-4.5"	6	61.6
"8663"	2055	"SSP2-4.5 - sans coupe"	"sans coupe"	"SSP2-4.5"	42.4	100
"8663"	2055	"SSP3-7.0 - reboisement"	"reboisement"	"SSP3-7.0"	6.8	77.2
"8663"	2055	"SSP3-7.0 - recup70%"	"recup70%"	"SSP3-7.0 "	6	68
